person_id,title,firm,start_date,end_date,location
101,Project Lead,Royal Netherlands Air Force,08/13,05/14,Woensdrecht
101,Software Engineer,Frankort Engineering B.V.,08/07,08/09,Heerlen
102,Database Administrator (SQL),Baltimore Police Department,12/2015,Present,"Baltimore, MD"
102,Jr. Database Administrator,Flemingo International,04/2012,05/2015,"Nairobi, KE"
103,DBA,Omnitracs,04/2017,Present,"Worcester, MA"
103,DBA,Wells Fargo,03/2015,04/2017,"San Francisco, CA"
103,Oracle Database Administrator,Apple Federal Credit Union,01/2012,02/2015,"Alexandria, VA"
103,Oracle DBA,Capital One,05/2010,12/2012,"Chicago, IL"
104,Customer Quality Specialist,Apria Healthcare,11/14,Present,"Chandler, AZ"
104,Customer Care Supervisor,"Xerox Business Services, LLC",01/14,10/14,"Tempe, AZ"
104,Executive Assistant/ Database Administrator,ATG Learning Academy,09/10,09/13,"Warminster, PA"
105,Oracle Database Administrator/Snr System Analyst,Ellucian,08/2018,Present,"Houston, TX"
105,Oracle Database Administrator II,San Jacinto Community College,11/2015,08/2018,
105,Oracle Database Administrator I,Mastec Advanced Technologies,09/2012,10/2015,
106,Database Manager,PNP Staffing Group,07/2018,01/2019,"Manhattan, NY"
106,Database Manager,National Urban League,01/2018,06/2018,
106,Membership Associate,Pérez Art Museum Miami,11/2013,05/2016,"Miami, FL"
106,Database Administrator,Best Buddies International,09/2007,07/2013,"Miami, FL"
107,Warehouse Specialist,Baxter Healthcare,10/2017,Present,"Marion, NC"
107,Database Administrator (DBA),Faberlic,10/2015,12/2016,"Moscow, Russia"
107,"Senior specialist, Department Database Management System",Probusinessbank,02/2014,04/2015,"Moscow, Russia"
107,"Senior Engineer, Department of Technician Support",Electronic Moscow,04/2012,01/2014,"Moscow, Russia"
107,Database Administrator MSSQL Server,Alfa-Bank,08/2008,02/2012,"Moscow, Russia"
108,Operations Manager,Corporate Parking Group,07/17,Present,"Minneapolis, MN"
108,Assistant Manager,Corporate Parking Group,04/17,07/17,
108,Captain,Corporate Parking Group,09/16,04/17,
108,Valet,Corporate Parking Group,06/16,09/16,
108,Created and produced new series titled 'In Studio Sessions',Hamline University,12/15,05/16,"Saint Paul, MN"
108,Retail - Summer Job,Dick's Sporting Goods,05/15,08/15,"Saint Paul, MN"
108,Database Administrator,Eberl Claims Service,05/11,07/13,"Lakewood, CO"
109,Database Administrator I,C Spire,10/16,Present,"Jackson, MS"
109,Graduate Assistant,University of South Alabama,08/15,07/16,"Mobile, AL"
109,IT Intern,County of Mobile,01/15,08/15,"Mobile, AL"
109,Quality Document Controller,Austal USA,05/13,10/14,"Mobile, AL"
110,Oracle Database Administrator,General Motors,02/14,Present,"Canton, GA"
110,Oracle Database Administrator,IBM,02/14,04/14,"Dubuque, IA"
110,PC Tech,State Personnel Administration,09/10,12/10,"Atlanta, GA"
111,Actimize Analyst,Actimize,11/2017,Present,"Fairfax, VA"
111,Actimize Analyst,Actimize,07/2016,11/2017,
111,Database Administrator,Canon,03/2014,07/2016,"Hyderabad, Telangana"
111,Database Administrator,Telstra,02/2011,02/2014,"Victoria, AU"
111,Business Analyst,Telstra,12/2009,01/2011,"Victoria, AU"
112,Medical Lab Technician,Psychiatric Services of Carolina/Paradigm,04/2019,Present,
112,Junior SQL Database Administrator,Remote Database Experts (RDX),05/2018,11/2018,Remote
112,Technical Specialist,Apple Inc,03/2017,03/2018,
113,Database Administrator,Chesapeake Bay Program Office,2015,Present,"Columbia, MD"
114,Oracle Database Administrator,Icreon,01/2016,Present,"Hyattsville, MD"
114,Oracle Database Administrator,Cardinal Health Inc,03/2014,12/2015,"Dublin, OH"
115,Lead Analyst/Product Owner,Texas Instruments,01/19,Present,"Dallas, TX"
115,Database Support Engineer - Internship,Istation,06/16,02/17,"Dallas, TX"
116,Corporate Buying Data Assistant,ALDI,07/18,Present,"Batavia, IL"
116,Database Administrator Intern,United Cerebral Palsy Seguin of Greater Chicago,08/17,12/17,"Cicero, IL"
116,Sales Intern,SmartWitness,06/17,08/17,"Schaumburg, IL"
116,Host,Lou Malnati's Pizzeria,03/16,07/16,"Chicago, IL"
117,Creator/Developer,CutieBit Multiverse,02/2018,Present,"Portland, OR"
117,Science Fiction Writer,Scifutures,2016,2017,
117,Lead Technology Specialist,City of Phoenix,,,
117,Manager Database Systems,Promark One/IDRC,,,"Scottsdale, AZ"
117,Senior Database Administrator,Choice Hotels International,,,"Phoenix, AZ"
118,Database Administrator III,Chipton Ross,03/2016,10/2016,"Newport News, VA"
118,Customer Service Representative,Alorica,05/2015,05/2016,"Norfolk, VA"
118,Database Administrator,Snelling Services,2014,2014,"Virginia Beach, VA"
118,Database Administrator,Snelling,04/2014,06/2014,"Chesapeake, VA"
118,MS Access Developer,DOMA,2012,2013,
118,Manager Agent Accounting,ZAISCO,2004,2005,"Norfolk, VA"
119,Volunteer Massage (Therapy),Escondido,05/2018,Present,Escondido
119,Yoga (Therapy),"Alex Jenks, from Home and Mobile",12/2015,Present,
119,Massage (Therapy),"Alex Jenks, from Home and Mobile",05/2018,Present,
119,Database Administrator and Programmer,Accumen,12/2015,03/2018,"San Diego, CA"
120,Database Administrator,Roots Data Systems,06/17,Present,"Silver Spring, MD"
120,IT Assistant,Morgan State University,09/15,03/17,Morgan State University
121,Oracle Database Administrator,Aramark Refreshment,01/2019,Present,"Gwynn Oak, MD"
121,Oracle Database Administrator,Toyota Financial Services,09/2018,01/2019,"Owings Mills, MD"
121,Jr. Oracle Database Administrator,Verizon LLC,09/2017,08/2018,"Baltimore, MD"
121,Oracle Database Administrator Intern,NBC BANK,09/2015,07/2017,Bamenda Cameroon
122,Data Engineer,Hewlett Packard Enterprise,09/16,05/18,
122,Internship,IIM Lucknow,06/17,08/17,
122,Service Information Developer,,02/15,08/16,
122,Database Administrator,,09/14,02/15,
123,Health Care Data Analyst,Living Spring Home Health Care Inc.,05/18,Present,"Homewood, IL"
123,Oracle Database Administrator,Ibaka Entertainment Inc,08/17,Present,"Brooklyn Center, MN"
123,Business Analyst,Ibaka Entertainment Inc,05/17,08/17,"Brooklyn Center, MN"
124,Oracle Database Administrator,Holy Cross Hospital,09/2011,Present,"Bowie, MD"
124,Oracle Database Administrator,ProQuest,02/2010,09/2011,"Bethesda, MD"
125,Data & Ecommerce Analyst,Bison Production Company,04/2017,Present,"Alpharetta, GA"
125,Database Administrator - SQL SERVER,Voogole IT Academy,06/2015,03/2017,"Alpharetta, GA"
126,Technical Representative,N/A,09/18,Present,"Portland, OR"
126,"R&D Manager, IPM Specialist, Database Administrator",Terra Nova Nurseries,01/17,09/18,N/A
126,Program Coordinator,School Gardening for South Carolina Educators,05/15,11/16,N/A
127,HealthShare Developer,Favor TechConsulting LLC,01/2018,Present,"Melbourne, FL"
127,Database administrator,Juniper Networks,06/2017,01/2018,California
127,Software Developer,Forsys Inc,08/2016,05/2017,
127,Junior Developer,Electronic Corporation of India(ECIL),01/2014,08/2015,IN
128,Database Administrator,Verizon Wireless,03/2017,Present,"Riverview, FL"
128,Database Administrator,Walgreens,01/2016,03/2017,"Deerfield, IL"
128,Database Administrator,United Parcel Service,10/2014,12/2015,"Chicago, IL"
129,SQL SERVER DBA,M&T Bank,02/2017,06/2018,"Buffalo, NY"
129,SQL SERVER DBA II,KINETIK.Care,12/2016,01/2017,
129,DATABASE ADMINISTRATOR,Karnaphuli Fertilizer Company,11/2013,10/2016,
130,Oracle Database Administrator,Marathon Oil,05/17,07/19,"Houston, TX"
130,Oracle Database Administrator,FedEX,12/14,04/17,"Baltimore, MD"
131,Systems Engineer/ Database Administrator,Infosys,06/2015,05/2017,"Pune, Maharashtra"
131,Software Engineer Intern,Reliance Industries Limited,06/2014,07/2014,
132,Oracle Database Administrator (Golden Gate - L3),TCS,11/17,Present,
132,Oracle Database Administrator (Golden Gate - L1/L2),TCS,07/16,11/17,"Bangalore, KARNATAKA, IN"
132,Systems Engineer,TCS,10/15,Present,"Bangalore, KARNATAKA, IN"
133,Project Leader,"KELLOGG, BROWN & ROOT",06/2018,Present,"Erbil, Iraq"
133,IBM Maximo 7.6 - Database Administrator,Michael Baker International,08/2015,11/2016,"Balad, Iraq"
134,Business Intelligence Analyst Intern,3M HIS,05/17,Present,"Troy, NY"
134,Techno - Functional Consultant,Hitachi Consulting,09/14,07/16,"Hyderabad, ANDHRA PRADESH, IN"
134,Database Administrator Intern,IBM,05/13,08/15,"Chandigarh, Chandigarh"
135,DATABASE ADMINISTRATOR,Nalley,2017,Present,"Union City, GA"
135,SQL- DBA,AutoNation,2015,2017,"Atlanta, GA"
135,JUNIOR DATABASE ADMINISTRATOR,"Pacific System, INC",2014,2015,"McDonough, GA"
136,Data Analyst,Hawai'i Pacific University,07/2019,Present,"Honolulu, HI"
136,Research Assistant,Stevens Institute of Technology,02/2017,Present,"Hoboken, NJ"
136,"Database Administrator, DBA, Internship",Lexian Software Development LLC,07/2016,09/2016,"Shanghai, CN"
137,Oracle Database Administrator,Remote Database Experts (RDX),08/18,Present,"White Oak, PA"
137,Oracle Product Specialist /Junior DBA,Remote Database Experts (RDX),03/16,08/18,
137,High end waiter,SERVER THE GRAND CONCOURSE,07/15,03/16,
138,Scrum Master,Dell Inc,08/2018,Present,
138,Scrum Master,Wells Fargo,05/2017,07/2018,
138,Database Administrator,Sprint,01/2015,04/2016,"Overland Park, KS"
139,Security Operation Center (SOC) Analyst,Datalogic Solutions Inc,03/2017,Present,"New Carrollton, MD"
139,Operational Support Database Administrator,Think Tech Consulting,03/2015,03/2018,
140,Database Administrator,The Midnight Mission,04/17,Present,"Los Angeles, CA"
140,Data Entry,The Midnight Mission,11/16,04/17,"Los Angeles, CA"
140,Kitchen Helper,Midnight Mission,07/16,11/16,"Los Angeles, CA"
141,"Office Administrator, Human Reasources",Mitchell International,08/18,Present,"Alpine, UT"
141,Research Assistant,Human Performance Technologies,04/18,08/18,
141,Database Processor,Partners In Leadership,2012,2015,"Logan, UT"
142,I.T. Support Technician,Ivy Tech Community College,07/2019,Present,"Kokomo, IN"
142,Software Eng Intern,VR Systems,01/2019,06/2019,"Tallahassee, FL"
142,IT Support Specialist,Elections,07/2018,12/2018,"Tallahassee, FL"
142,Database Administrator,United States Army,2013,2016,"Fort Drum, NY"
143,ServiceNow Trainee Analyst,Jade Global Inc,03/19,03/19,
143,Bookstore Associate,Barnes & Noble Inc,07/17,12/18,"Houston, TX"
143,Lead Member of Group Google Vision API for Receipt OCR,,09/18,11/18,
143,Application Developer Intern,ServiceNow,06/18,08/18,"Santa Clara, CA"
143,Oracle Database Administrator,Focus Data Tech System Private Limited,01/16,06/16,"Pune, Maharashtra"
144,"Sourcing Specialist, Power",Black & Veatch,09/18,Present,"Overland Park, KS"
144,"Database Administrator II, Telecom",Black & Veatch,03/18,09/18,"Overland Park, KS"
144,"Database Administrator I, Telecom",Black & Veatch,05/17,03/18,"Overland Park, KS"
144,"Database Administrator I, Telecom",Adams Gabbert - Contracted for Black & Veatch,11/16,05/17,"Overland Park, KS"
144,Sales Coordinator,SEVO Systems,06/16,08/16,"Lenexa, KS"
144,Administrative Assistant,"Knit-Rite, Inc",06/15,06/16,"Kansas City, KS"
145,Database Administrator/Maintenance Manager,SYNAGRO Technologies,08/18,Present,"Woonsocket, RI"
145,Constituent Affairs Intern,Office of Governor Gina Raimondo,01/18,08/18,"Providence, RI"
145,Child Care Staff,City of Central Falls,05/17,09/17,"Central Falls, RI"
145,Lead Galley Steward,American Cruise Lines,03/15,08/15,"Seattle, WA"
146,SQL Server Database Administrator,Next Media Inc,2014/01,Present,"Lawrenceville, GA"
146,Junior Database Administrator,GENCO INC,2012/01,2014/01,"Braselton, GA"
147,Junior Database Administrator,Trumbull Industries,10/17,08/19,"Warren, OH"
147,Team Coordinator/Editor,X-Culture,09/17,12/18,"Youngstown, OH"
147,Senior Sandwich Artist,Subway,03/15,08/17,"Elma, NY"
147,Computer Technician,"Business Technology, LLC",06/16,08/16,"East Aurora, NY"
148,Database Administrator/Legal Secretary,Daniel & Associates,06/2019,Present,"Houston, TX"
148,Litigation Assistant,"Zwicker & Associates, P.C.",08/2017,07/2019,"Sugar Land, TX"
148,Legal Secretary,The Foley Law Firm,02/2016,08/2017,"Houston, TX"
149,Technical Support Representative,"ALTICE USA, INC",2017,Present,"Newark, NJ"
149,Database Administrator,"GREATER NEWARK CONSERVANCY, INC",2016,2018,"Newark, NJ"
150,Background Verification Specialist,Indiana State Personnel Department,12/18,05/19,"Indianapolis, IN"
150,Recruiter,Express Employment Professionals,08/18,10/18,"Bloomington, IN"
150,Human Resources Assistant/Receptionist,Data Recognition Corporation (DRC),04/18,07/18,"Indianapolis, IN"
150,General Cleaner,Kimco Facility Services,07/17,03/18,"Indianapolis, IN"
150,LIMS Database Administrator,Sure-tech Laboratories,05/16,05/17,"Indianapolis, IN"
150,Inside Sales Support,Fastenal Company,09/14,05/16,"Bloomington, IN"
151,Lab Support,NetApp,08/18,12/18,"Durham, NC"
151,Developer,SoftTech Solutions,02/18,08/18,"Jersey City, NJ"
151,DevOps Engineer,TD Ameritrade,03/17,03/18,"Jersey City, NJ"
151,Package Handler,UPS,09/16,02/17,"Secaucus, NJ"
151,Web Development and Database Administrator,Forest Water,08/16,08/16,"North Bergen, NJ"
152,BI Developer,In2IT Technologies,09/2016,11/2017,"Johannesburg, Gauteng"
152,Database Administrator,IPSOS,01/2013,10/2014,"Johannesburg, Gauteng"
152,Assistant Systems Engineer,TATA Consultancy Services,10/2011,07/2012,"Bengaluru, Karnataka"
153,Business Analyst,MVN 2,10/2018,Present,"Los Angeles, CA"
153,Database Administrator,Paragon One,04/2018,08/2018,
153,Computer Coach,Santa Barbara Public Library,04/2016,07/2016,"Santa Barbara, CA"
153,Project Leader,University of Santa Barbara,01/2016,06/2016,"Santa Barbara, CA"
153,Chemical Engineering Lab Assistant,University of Santa Barbara,01/2015,03/2016,"Santa Barbara, CA"
154,SQL Server Database Administrator,Universal Herbs Inc,07/2017,Present,"Hayward, CA"
154,Computer System Analyst,Lanco Global System Inc,07/2016,07/2017,"Irving, TX"
154,QA Testing/ Business Analyst,ResourzNet Solutions Inc,01/2016,07/2016,"Hayward, CA"
154,Assistant Engineer Bio Medical Equipment,Ozone Hospital,09/2013,02/2014,"Hyderabad, Telangana"
155,Programmer/CNC,Brogdon Machine,12/2018,Present,"Blue Springs, MO"
155,Network and Database Administrator,Ticket Boat,06/2018,12/2018,N/A
155,Java Tutor,Raymore-Peculiar High School,2016,2017,N/A
156,Data Processing Caging Support Specialist,Pep Direct,2007/01,2014/01,"Wilton, NH"
156,Database Manager,Easter Seals of New Hampshire,1990/01,2007/01,"Manchester, NH"
157,Oracle Database Administrator/ Consultant,Pishon Technologies Inc,04/2012,05/2013,"Austell, GA"
157,Oracle Database Administrator,Optum technologies,08/2008,04/2012,"Atlanta, GA"
158,MS SQL Server Database Administrator,INFOSYS,03/2014,09/2016,"Hyderabad, Telangana"
158,Customer Process Associate,AMAZON,07/2013,12/2013,"Hyderabad, Telangana"
159,Account Manager,"Sunny Shower USA, Inc",02/18,Present,"S el Monte, CA"
159,E-Commerce Manager / Customer Service Representative,"Sunny Shower USA, Inc",01/17,02/18,"S el Monte, CA"
159,Database Administrator - Intern,Lien Hua Industrial Corp,05/16,09/16,"Taipei, TW"
160,Database Administrator Intern,Protech Solutions Inc,07/19,Present,"Little Rock, AR"
160,Data Analyst Intern,Noetic Partners Inc,04/19,06/19,
160,Desktop Support Specialist in IT Services,UA Little Rock,12/17,12/18,
160,Process Associate,Suntec India Pvt. Ltd,11/13,12/16,
161,Data/ QA Analyst,Tata Consultancy Services,10/2018,Present,Client- AXA
161,Data/Business Analyst,DXC,04/2017,10/2018,Client- BCBSA
161,Business Analyst,RecruitTek,09/2016,02/2017,
161,Oracle Database Administrator,HTN Wireless,09/2015,08/2016,
162,Consultant,Enterprise Resource Performance Inc,10/2018,Present,"Falls Church, VA"
162,Team Lead & Social Media Ambassador,Barstool Sports,10/2017,05/2018,
162,Database Administrator & IT Assistant,American Medical Group Association,06/2015,08/2017,
162,Business Analyst & Consultant,VCU International Consulting Program,05/2017,06/2017,
163,Used Truck Sales,MHC Kenworth,06/2018,Present,"Mableton, GA"
163,Benefit Support Specialist / Tech Support,BenefitMall,05/2017,05/2018,"Alpharetta, GA"
163,IT Administrator/ Database Management Specialist,Transport Enterprise Leasing,02/2015,05/2017,"Chattanooga, TN"
164,Data Analyst,Peach State Health Plan,06/19,Present,"Smyrna, GA"
164,Database Administrator,Global Employment Solutions,07/16,Present,"Chicago, IL"
164,Hostess/ Server Assistant/ Prep Cook,Iberian Pig,07/18,06/19,"Decatur, GA"
164,Receptionist for Admissions Department,Oxford College,01/16,05/17,"Oxford, GA"
165,Database and Application Administrator,ACCENTURE,10/17,Present,
165,INTERN,BANGKO SENTRAL NG PILIPINAS,11/16,03/17,Manila
166,"Administrator(s), Computer Technician, Database Administrator (SQL), and Web Developer/GIS",Henderson County's IT department,08/16,05/19,
166,Group Home,,06/15,08/15,
167,Database Administrator,Surescripts,12/2018,Present,"Minneapolis, MN"
167,Database Administrator,"State of Minnesota, DHS",04/2014,11/2018,"Saint Paul, MN"
167,Oracle Database Administrator,Medtronic,06/2011,03/2014,"Mounds View, MN"
168,Database Administrator,Victory International Company,08/2012,06/2013,"Atlanta, GA"
168,Database Administrator,Visible Limousine and Transportation Serv,03/2011,06/2012,"Atlanta, GA"
168,Junior DBA,Amiable Limousine,09/2008,02/2010,"Atlanta, GA"
169,Project Manager,Lazrador Cultivation,11/17,06/19,"Castle Rock, CO"
169,Stylist,Floyd's 99 Barbershop,08/16,11/17,"Denver, CO"
169,Administrative Assistant/ Database Administrator,LuxHomesDenver,01/10,08/16,"Denver, CO"
170,Network Security and Database Administrator,Lipsey Logistics Worldwide,03/2017,Present,"Chattanooga, TN"
170,Interim IT Manager,Lipsey Logistics Worldwide,11/2018,01/2019,"Chattanooga, TN"
170,Network Technician,Comcast Cable,04/2011,03/2017,"Chattanooga, TN"
171,Programmer Analyst,Chicago Transit Authority,07/02,01/04,"Chicago, IL"
171,Database Administrator,"Skokie, IL",10/99,02/01,"Skokie, IL"
171,Help Desk Support,Loyola University Law Computing Center,01/98,06/99,"Chicago, IL"
171,Computer Operator,CIBC Oppenheimer,03/97,01/98,"Chicago, IL"
172,Senior Database Administrator/Engineer,Perella Weinberg Partners,04/18,Present,"New York, NY"
172,Senior SQL Server DBA/Engineer,Everest Regroup,2018,2018,"Liberty Corner, NJ"
172,Senior Database Administrator,Greenslate,2017,2018,"New York, NY"
172,Database Administrator,Shenkman Capital,2015,2017,"New York, NY"
172,Database Administrator,Deutsche Bank,2011,2015,"New York, NY"
172,Jr Database Administrator,AAA Computer Services,2010,2011,"New York, NY"
173,Database Administrator I/ Sysadmin,Brentwood Services Administrators,06/2016,Present,"Brentwood, TN"
173,IT Support,Brentwood Services Administrators,05/2016,Present,"Brentwood, TN"
173,Private Contractor,,08/2012,Present,"Nashville, TN"
173,IT Intern,Brentwood Services Administrators,12/2014,05/2015,"Brentwood, TN"
